teacherid,year,mathscore,numaides,treatment,schoolid,grade,yr1_treatment
40054,2005,1214.931,2,1,2,4,2010
40055,2005,1238.19,2,0,2,4,0
40056,2005,1031.586,4,1,2,4,2004
40057,2005,1218.542,2,1,3,4,2012
40058,2005,1086.407,2,1,3,4,2012
40059,2005,1125.524,2,1,3,4,2009
40060,2005,1098.407,2,1,3,4,2009
40061,2005,1087.531,2,0,3,4,0
40062,2005,1006.8,2,1,3,4,2010
40063,2005,1286.304,2,0,4,4,0
40064,2005,990.6,2,0,4,4,0
40065,2005,1147.81,2,0,4,4,0
40066,2005,1160.281,2,0,4,4,0
40067,2005,1159.25,2,0,4,4,0
40068,2005,1103.7,2,1,4,4,2006
40069,2005,1165.774,4,1,5,4,2004
40070,2005,1017.483,2,1,5,4,2010
40071,2005,1095.864,2,0,5,4,0
40072,2005,1143.433,2,1,5,4,2006
40073,2005,1080.793,2,0,5,4,0
40074,2005,1147.417,2,0,6,4,0
40075,2005,1198.44,2,0,6,4,0
40076,2005,999.1739,2,0,6,4,0
40077,2005,1115.032,2,1,6,4,2008
40078,2005,1137.742,2,0,6,4,0
40079,2005,1115.808,2,0,7,4,0
40080,2005,1222.125,2,1,7,4,2011
40081,2005,1083.63,2,0,7,4,0
40082,2005,1014.478,2,1,7,4,2006
40083,2005,1159.714,2,0,7,4,0
40084,2005,1040.818,2,0,8,4,0
40085,2005,1153.346,2,0,8,4,0
40086,2005,1113.821,2,0,8,4,0
40087,2005,1076.542,2,0,8,4,0
40088,2005,1150.75,2,0,8,4,0
40089,2005,1064.207,2,1,8,4,2012
40090,2005,1260.233,2,1,9,4,2005
40091,2005,1126.926,2,0,9,4,0
40092,2005,1024.063,2,0,9,4,0
40093,2005,1138.267,2,1,9,4,2011
40094,2005,1136.9,2,0,9,4,0
40095,2005,1137.773,2,1,10,4,2009
40096,2005,1176.226,2,0,10,4,0
40097,2005,1156.333,2,1,10,4,2005
40098,2005,1175.286,2,0,10,4,0
40099,2005,1205.75,4,1,10,4,2004
40100,2005,1123.72,4,1,10,4,2004
40101,2005,1036.182,2,0,11,4,0
40102,2005,1109.769,2,0,11,4,0
40103,2005,1298.182,2,1,11,4,2008
40104,2005,1225.3,2,0,11,4,0
40105,2005,1205,2,0,12,4,0
40106,2005,1163.469,2,1,12,4,2007
40107,2005,1088.063,2,0,12,4,0
40108,2005,1116.966,2,0,12,4,0
40109,2005,1036.692,2,0,12,4,0
40110,2005,1177.968,2,1,13,4,2007
40111,2005,1040.067,2,0,13,4,0
40112,2005,1194.727,2,1,13,4,2006
40113,2005,1159,2,0,13,4,0
40114,2005,1010.419,2,0,13,4,0
40115,2005,1085.36,2,0,13,4,0
40116,2005,1123.76,2,0,13,4,0
40117,2005,1138.821,2,0,14,4,0
40118,2005,1065.261,2,1,14,4,2011
40119,2005,946.5417,2,0,14,4,0
40120,2005,971,2,1,14,4,2006
40121,2005,985.7917,2,0,14,4,0
40122,2005,1117.52,2,1,15,4,2007
40123,2005,1108.692,2,0,15,4,0
40124,2005,1143.042,2,1,15,4,2010
40125,2005,1140.75,4,1,15,4,2004
40126,2005,1091.219,2,1,15,4,2009
40127,2005,1029.96,2,1,16,4,2009
40128,2005,1130.815,2,1,16,4,2009
40129,2005,1152.556,2,1,16,4,2008
40130,2005,1092.452,2,1,16,4,2010
40131,2005,1159.857,2,0,16,4,0
40132,2005,1171.52,2,1,17,4,2012
40133,2005,1132,2,1,17,4,2007
40134,2005,1175.5,2,1,17,4,2005
40135,2005,1279.724,2,1,17,4,2006
40136,2005,1054.741,2,0,17,4,0
40137,2005,1054.103,2,1,18,4,2011
40138,2005,976.5,2,0,18,4,0
40139,2005,1039.75,2,0,18,4,0
40140,2005,1213.238,2,1,18,4,2008
40141,2005,1005.043,2,0,18,4,0
40142,2005,1114.64,2,1,18,4,2009
40143,2005,1065.414,2,1,18,4,2009
40144,2005,1101.864,2,0,19,4,0
40145,2005,1256.29,4,1,19,4,2004
40146,2005,1093.214,2,0,19,4,0
40147,2005,1099.333,2,1,19,4,2011
40148,2005,1228.667,2,1,19,4,2011
40149,2005,1111.192,2,0,19,4,0
40150,2005,1135.938,2,0,19,4,0
40151,2005,1000.609,2,0,20,4,0
40152,2005,1096.75,2,0,20,4,0
40153,2005,1077.12,4,1,20,4,2004
40154,2005,1032.8,2,0,20,4,0
40155,2005,1145.952,2,0,21,4,0
40156,2005,1173.958,2,1,21,4,2006
40157,2005,1046.828,4,1,21,4,2004
40158,2005,1055,2,0,21,4,0
40159,2005,1171.192,2,1,21,4,2006
40160,2005,1207.577,2,0,21,4,0
40161,2005,1106.226,2,1,22,4,2010
40162,2005,1101.781,2,1,22,4,2007
40163,2005,1195.719,2,0,22,4,0
40164,2005,1141,2,1,22,4,2008
40165,2005,1147.1,4,1,22,4,2004
40166,2005,1141.407,2,0,23,4,0
40167,2005,1188.667,2,1,23,4,2008
40168,2005,1211.571,2,0,23,4,0
40169,2005,1123.806,2,0,23,4,0
40170,2005,1007.103,2,0,23,4,0
40171,2005,1241.64,2,1,23,4,2008
40172,2005,1009.077,2,0,23,4,0
40173,2005,1189.219,2,0,24,4,0
40174,2005,1197.107,2,0,24,4,0
40175,2005,1197.636,2,0,24,4,0
40176,2005,1165.321,2,0,24,4,0
40177,2005,1076.25,2,0,25,4,0
40178,2005,1131.5,2,0,25,4,0
40179,2005,1197.364,2,1,25,4,2005
40180,2005,1076.273,2,1,25,4,2005
40181,2005,1257.12,2,1,25,4,2005
40182,2005,1003.696,2,0,26,4,0
40183,2005,1106.87,2,0,26,4,0
40184,2005,1178.773,2,0,26,4,0
40185,2005,1218,2,0,26,4,0
40186,2005,1153.462,2,1,26,4,2011
40187,2005,1139.76,2,0,27,4,0
40188,2005,1225.379,2,1,27,4,2008
40189,2005,1155.115,2,1,27,4,2007
40190,2005,1087.435,2,0,27,4,0
40191,2005,1106.92,2,1,27,4,2011
40192,2005,1093.839,2,1,28,4,2006
40193,2005,1242.429,2,1,28,4,2008
40194,2005,1106.654,4,1,28,4,2004
40195,2005,1205.333,2,1,28,4,2010
40196,2005,1061.952,2,1,28,4,2005
40197,2005,1119.25,2,0,29,4,0
40198,2005,1095,2,0,29,4,0
40199,2005,1061.957,2,0,29,4,0
40200,2005,1095.813,2,1,29,4,2009
40201,2005,1079.704,2,0,29,4,0
40202,2005,1114.808,2,0,30,4,0
40203,2005,1053.679,2,0,30,4,0
40204,2005,1173.129,2,0,30,4,0
40205,2005,1147.821,2,0,30,4,0
40206,2005,1172.957,2,1,30,4,2012
40207,2005,1156.68,2,0,30,4,0
40208,2005,1187.9,2,0,31,4,0
40209,2005,1059.862,2,0,31,4,0
40210,2005,1200.464,2,1,31,4,2005
40211,2005,1148.913,4,1,31,4,2004
40212,2005,1034.962,2,1,32,4,2006
40213,2005,1185.355,2,1,32,4,2008
40214,2005,1155.25,2,1,32,4,2010
40215,2005,1163.391,2,0,32,4,0
40216,2005,1099.806,2,1,32,4,2010
40217,2005,1098.769,2,0,32,4,0
40218,2005,1176.5,4,1,32,4,2004
40219,2005,1134.24,2,1,33,4,2006
40220,2005,883.875,2,0,33,4,0
40221,2005,1114.143,2,0,33,4,0
40222,2005,1233.103,2,0,33,4,0
40223,2005,1007.345,2,0,33,4,0
40224,2005,970.5,2,0,33,4,0
40225,2005,1030.067,2,0,33,4,0
40226,2005,1020.219,2,0,34,4,0
40227,2005,1047.846,2,0,34,4,0
40228,2005,1048.524,2,0,34,4,0
40229,2005,1030.364,2,0,34,4,0
40230,2005,1132.407,2,1,34,4,2006
40231,2005,1156,2,0,35,4,0
40232,2005,1217.5,2,1,35,4,2007
40233,2005,1145.241,2,1,35,4,2006
40234,2005,1198.2,2,1,35,4,2005
40235,2005,1064.679,2,0,35,4,0
40236,2005,1284.304,2,1,35,4,2010
40237,2005,1120.905,4,1,35,4,2004
40238,2005,1217.138,4,1,36,4,2004
40239,2005,1079.111,2,0,36,4,0
40240,2005,1142.964,2,0,36,4,0
40241,2005,1073.654,2,0,36,4,0
40242,2005,1041.857,2,0,36,4,0
40243,2005,1096.897,2,0,37,4,0
40244,2005,1219.043,2,0,37,4,0
40245,2005,1247.217,2,0,37,4,0
40246,2005,1123.346,2,0,37,4,0
40247,2005,1145.043,2,0,38,4,0
40248,2005,1135.667,2,1,38,4,2011
40249,2005,1091.3,2,0,38,4,0
40250,2005,1149,2,1,38,4,2005
40251,2005,1190.25,2,1,39,4,2007
40252,2005,1220.25,2,1,39,4,2008
40253,2005,1093.286,2,0,39,4,0
40254,2005,1106.63,2,1,39,4,2005
40255,2005,1241.458,2,1,39,4,2009
40256,2005,1115.227,2,1,39,4,2011
40257,2005,1129.156,2,0,39,4,0
40258,2005,953.6875,2,0,40,4,0
40259,2005,1032.808,2,0,40,4,0
40260,2005,1108.806,2,0,40,4,0
40261,2005,1034.032,2,1,40,4,2006
40262,2005,1140.438,2,1,40,4,2005
40263,2005,1070.839,2,1,40,4,2010
40264,2005,1131.071,2,0,41,4,0
40265,2005,1130.727,4,1,41,4,2004
40266,2005,1196.043,2,0,41,4,0
40267,2005,1199.125,2,1,41,4,2012
40268,2005,1137.957,2,0,41,4,0
40269,2005,1117,2,0,41,4,0
40270,2005,1064.6,2,1,42,4,2011
40271,2005,1086.524,2,1,42,4,2009
40272,2005,1234.727,2,0,42,4,0
40273,2005,1151.094,2,0,42,4,0
40274,2005,1108.182,2,1,42,4,2012
40275,2005,1183.24,2,1,42,4,2006
40276,2005,1000.696,2,0,42,4,0
40277,2005,1155,2,0,43,4,0
40278,2005,1269.182,2,1,43,4,2005
40279,2005,1156.917,2,1,43,4,2006
40280,2005,1165.704,2,1,43,4,2005
40281,2005,1184.238,2,0,43,4,0
40282,2005,1086.75,2,0,44,4,0
40283,2005,1091.238,2,1,44,4,2007
40284,2005,1211.111,4,1,44,4,2004
40285,2005,1130.095,2,1,44,4,2008
40286,2005,1136.391,2,1,44,4,2006
50001,2005,1237.893,2,1,1,5,2008
50002,2005,1046.759,2,1,2,5,2011
50003,2005,1128.042,2,0,3,5,0
50004,2005,1140,2,1,4,5,2005
50005,2005,1090.1,2,1,5,5,2005
50006,2005,1189.926,2,0,6,5,0
50007,2005,1158.516,2,0,7,5,0
50008,2005,1167.478,2,0,8,5,0
50009,2005,1215.87,2,1,9,5,2012
50010,2005,1229,2,1,10,5,2008
50011,2005,1229.217,2,1,11,5,2007
50012,2005,1070.864,2,1,12,5,2011
50013,2005,1163.238,2,1,13,5,2005
50014,2005,952.2963,2,1,14,5,2006
50015,2005,1178.273,2,1,15,5,2009
50016,2005,1257.414,2,1,16,5,2011
50017,2005,1125.778,2,0,17,5,0
50018,2005,1057.087,4,1,18,5,2004
50019,2005,1201.071,2,0,19,5,0
50020,2005,1234.875,2,1,20,5,2008
50021,2005,1077.045,2,0,21,5,0
50022,2005,1088.656,2,0,22,5,0
50023,2005,1091.76,4,1,23,5,2004
50024,2005,1240.808,4,1,24,5,2004
50025,2005,1146.591,2,1,25,5,2008
50026,2005,1159.429,2,1,26,5,2010
50027,2005,1016.357,2,1,27,5,2009
50028,2005,1206.75,2,1,28,5,2012
50029,2005,1102.452,2,0,29,5,0
50030,2005,1169.667,2,1,30,5,2012
50031,2005,1224.16,2,1,31,5,2009
50032,2005,1088.333,2,0,32,5,0
50033,2005,1151.778,2,0,33,5,0
50034,2005,1209.367,4,1,34,5,2004
50035,2005,1144.481,2,1,35,5,2008
50036,2005,1215.84,2,0,36,5,0
50037,2005,1110.08,2,0,37,5,0
50038,2005,1091.346,2,1,38,5,2012
50039,2005,1068.44,2,0,39,5,0
50040,2005,1133.778,2,0,40,5,0
50041,2005,1116.759,4,1,41,5,2004
50042,2005,1215.04,4,1,42,5,2004
50043,2005,1056.524,2,0,43,5,0
50044,2005,1143.52,2,1,44,5,2005
50045,2005,1147.227,2,1,1,5,2012
50046,2005,1201.522,2,1,1,5,2011
50047,2005,1252.29,2,1,1,5,2010
50048,2005,1074.222,2,1,1,5,2012
50049,2005,1195.966,2,1,1,5,2008
50050,2005,1172.806,2,1,1,5,2009
50051,2005,1205.556,2,1,2,5,2010
50052,2005,1186.727,2,0,2,5,0
50053,2005,1174.857,2,1,2,5,2005
50054,2005,1165.667,2,1,2,5,2009
50055,2005,1134.136,2,0,2,5,0
50056,2005,1076,2,1,2,5,2007
50057,2005,1173.815,2,0,2,5,0
50058,2005,1134.484,2,1,3,5,2012
50059,2005,1184.667,2,1,3,5,2011
50060,2005,1139.444,2,0,3,5,0
50061,2005,1178.773,2,0,3,5,0
50062,2005,1091.154,2,1,3,5,2012
50063,2005,1141,2,1,4,5,2006
50064,2005,1213.767,2,1,4,5,2006
50065,2005,1080.813,2,0,4,5,0
50066,2005,1205.043,2,0,4,5,0
50067,2005,1123.654,2,0,5,5,0
50068,2005,948.6667,2,0,5,5,0
50069,2005,1190.818,2,1,5,5,2006
50070,2005,1213.958,2,1,5,5,2012
50071,2005,1259.524,2,0,6,5,0
50072,2005,1166.621,2,1,6,5,2009
50073,2005,1094.214,2,0,6,5,0
50074,2005,1130,2,0,6,5,0
50075,2005,1207.214,2,0,6,5,0
50076,2005,1126.885,2,0,6,5,0
50077,2005,1110.719,2,1,6,5,2007
50078,2005,1280.692,2,1,7,5,2009
50079,2005,1101.208,2,0,7,5,0
50080,2005,1083.417,2,0,7,5,0
50081,2005,1088.5,2,1,7,5,2011
50082,2005,1079,2,0,8,5,0
50083,2005,1206.31,4,1,8,5,2004
50084,2005,1145.522,2,1,8,5,2012
50085,2005,1209.727,2,1,8,5,2009
50086,2005,1098.481,2,0,8,5,0
50087,2005,1054.045,2,0,8,5,0
50088,2005,1175.733,2,1,9,5,2008
50089,2005,1218.038,2,0,9,5,0
50090,2005,1144.935,2,1,9,5,2008
50091,2005,1020.417,2,0,9,5,0
50092,2005,1167.032,2,1,9,5,2011
50093,2005,1178.143,2,0,9,5,0
50094,2005,1217.483,2,1,9,5,2009
50095,2005,1085.875,2,0,10,5,0
50096,2005,1178.583,2,1,10,5,2010
50097,2005,1165.19,2,1,10,5,2012
50098,2005,1216.238,4,1,10,5,2004
50099,2005,1053.077,2,0,10,5,0
50100,2005,1146.516,2,1,10,5,2007
50101,2005,1043.793,2,0,11,5,0
50102,2005,1120.581,2,1,11,5,2006
50103,2005,1169.792,2,0,11,5,0
50104,2005,1129.455,2,0,11,5,0
50105,2005,1146.318,4,1,11,5,2004
50106,2005,1137.625,2,0,11,5,0
50107,2005,1163.857,2,1,11,5,2006
50108,2005,1095.792,2,0,12,5,0
50109,2005,1175.167,2,1,12,5,2011
50110,2005,1062.481,2,0,12,5,0
50111,2005,1086.905,2,0,12,5,0
50112,2005,1029.103,2,0,12,5,0
50113,2005,1120.917,2,0,12,5,0
50114,2005,1138.087,2,1,12,5,2005
50115,2005,1199.344,2,1,13,5,2008
50116,2005,1152.958,2,1,13,5,2008
50117,2005,1136.714,2,0,13,5,0
50118,2005,1061.652,2,0,13,5,0
50119,2005,1093.833,2,0,13,5,0
50120,2005,1152.857,2,0,14,5,0
50121,2005,1041.586,2,0,14,5,0
50122,2005,1093.714,2,0,14,5,0
50123,2005,1164.267,2,1,14,5,2012
50124,2005,1143.577,2,0,14,5,0
50125,2005,1023.565,2,1,15,5,2005
50126,2005,1182.615,2,1,15,5,2007
50127,2005,1131.793,2,0,15,5,0
50128,2005,1059.259,2,1,15,5,2008
50129,2005,1088.786,2,0,16,5,0
50130,2005,1184.957,2,0,16,5,0
50131,2005,1305.182,2,1,16,5,2007
50132,2005,1299.318,2,1,16,5,2012
50133,2005,1131.259,2,1,16,5,2008
50134,2005,1137.296,2,0,16,5,0
50135,2005,1302.095,2,1,16,5,2010
50136,2005,1202.393,4,1,17,5,2004
50137,2005,1182.161,2,1,17,5,2005
50138,2005,1069.5,2,0,17,5,0
50139,2005,1085.385,2,1,17,5,2005
50140,2005,1125.643,2,0,18,5,0
50141,2005,1194.733,2,1,18,5,2011
50142,2005,1131.806,2,1,18,5,2006
50143,2005,1086.133,2,0,18,5,0
50144,2005,1087.552,2,1,18,5,2010
50145,2005,1044.903,2,0,18,5,0
50146,2005,1024.677,2,0,18,5,0
50147,2005,1125.292,2,0,19,5,0
50148,2005,1276.565,2,1,19,5,2005
50149,2005,1118.4,2,1,19,5,2009
50150,2005,1319.619,2,1,19,5,2008
50151,2005,1208.952,2,1,19,5,2007
50152,2005,1212.179,2,1,20,5,2008
50153,2005,1114.448,2,0,20,5,0
50154,2005,1222.913,2,1,20,5,2007
50155,2005,1130.364,2,1,20,5,2008
50156,2005,1244.238,2,1,20,5,2012
50157,2005,1152.217,2,1,20,5,2008
50158,2005,1087.156,2,0,20,5,0
50159,2005,987.1613,2,0,21,5,0
50160,2005,1175.364,2,1,21,5,2011
50161,2005,1061.591,2,1,21,5,2012
50162,2005,1158.2,2,1,21,5,2008
50163,2005,1187,2,0,21,5,0
50164,2005,1138.905,2,0,21,5,0
50165,2005,1200.69,2,1,22,5,2007
50166,2005,1055.958,2,0,22,5,0
50167,2005,1180.435,2,0,22,5,0
50168,2005,1070.476,2,1,22,5,2010
50169,2005,1137.414,2,0,23,5,0
50170,2005,1078.774,2,0,23,5,0
50171,2005,1114.92,2,0,23,5,0
50172,2005,1039.083,2,0,23,5,0
50173,2005,1157.038,2,1,23,5,2006
50174,2005,1137.286,2,0,24,5,0
50175,2005,1188.955,2,0,24,5,0
50176,2005,1134.125,2,0,24,5,0
50177,2005,1167.786,2,0,24,5,0
50178,2005,1237.292,2,1,24,5,2005
50179,2005,1083.083,2,0,25,5,0
50180,2005,1159.333,2,1,25,5,2005
50181,2005,1249.938,2,1,25,5,2006
50182,2005,1103.556,2,0,25,5,0
50183,2005,1133.857,2,0,25,5,0
50184,2005,1177.182,2,0,26,5,0
50185,2005,1024.381,2,0,26,5,0
50186,2005,1125.481,2,1,26,5,2007
50187,2005,1123.182,2,0,26,5,0
50188,2005,1178.25,4,1,26,5,2004
50189,2005,1249.714,2,1,26,5,2012
50190,2005,1185.964,2,0,27,5,0
50191,2005,1047,2,1,27,5,2012
50192,2005,1176.621,2,0,27,5,0
50193,2005,1091.346,2,1,27,5,2007
50194,2005,1148.269,2,0,28,5,0
50195,2005,1256,2,1,28,5,2007
50196,2005,1020.964,2,1,28,5,2006
50197,2005,1076.696,2,1,28,5,2008
50198,2005,1149.621,2,0,28,5,0
50199,2005,1184.111,2,0,28,5,0
50200,2005,1129.565,2,1,29,5,2012
50201,2005,1042.577,2,1,29,5,2008
50202,2005,1263.44,2,0,29,5,0
50203,2005,1118.097,2,0,29,5,0
50204,2005,1161.9,2,1,29,5,2008
50205,2005,996.0833,2,0,29,5,0
50206,2005,1128.321,2,1,30,5,2007
50207,2005,1117.6,2,1,30,5,2010
50208,2005,1078.333,2,1,30,5,2006
50209,2005,1107.667,2,0,30,5,0
50210,2005,1148.923,2,0,30,5,0
50211,2005,1186.419,2,0,30,5,0
50212,2005,1123.429,2,1,30,5,2012
50213,2005,1171.333,2,0,31,5,0
50214,2005,1175.4,2,1,31,5,2008
50215,2005,1126.2,2,0,31,5,0
50216,2005,1321.571,2,1,31,5,2009
50217,2005,946.4,2,0,32,5,0
50218,2005,950.6896,2,1,32,5,2006
50219,2005,1014.28,2,0,32,5,0
50220,2005,1185.516,2,1,32,5,2006
50221,2005,1130.483,2,0,33,5,0
50222,2005,1188.04,2,0,33,5,0
50223,2005,1130.241,2,1,33,5,2007
50224,2005,1134.115,2,1,33,5,2011
50225,2005,1158.077,2,0,33,5,0
50226,2005,1200.321,2,0,33,5,0
50227,2005,1101.957,2,1,33,5,2012
50228,2005,1109.333,2,1,34,5,2011
50229,2005,1211.962,2,0,34,5,0
50230,2005,1146.7,2,0,34,5,0
50231,2005,1031.31,2,0,34,5,0
50232,2005,1214.129,2,1,34,5,2006
50233,2005,1284.857,2,0,34,5,0
50234,2005,1085.667,2,0,35,5,0
50235,2005,1166.227,2,1,35,5,2008
50236,2005,1062.207,2,0,35,5,0
50237,2005,1080,2,0,35,5,0
50238,2005,1063.31,3,0,36,5,0
50239,2005,1176.438,2,0,36,5,0
50240,2005,987.5652,2,0,36,5,0
50241,2005,1140.19,2,0,36,5,0
50242,2005,1223.5,2,1,36,5,2009
50243,2005,1079,2,0,36,5,0
50244,2005,1151.194,2,1,37,5,2008
50245,2005,1159.762,2,1,37,5,2006
50246,2005,1236.048,2,1,37,5,2011
50247,2005,1056.385,2,1,37,5,2006
50248,2005,1118.75,2,0,37,5,0
50249,2005,1008.75,2,0,37,5,0
50250,2005,1031.818,2,0,37,5,0
50251,2005,1149.56,2,1,38,5,2007
50252,2005,1116.742,2,0,38,5,0
50253,2005,1093.522,2,1,38,5,2012
50254,2005,1232.032,4,1,38,5,2004
50255,2005,1227.724,2,1,38,5,2005
50256,2005,1174.19,2,1,39,5,2008
50257,2005,1049.593,4,1,39,5,2004
50258,2005,1080.29,2,0,39,5,0
50259,2005,945.5714,2,0,39,5,0
50260,2005,1097.188,4,1,39,5,2004
50261,2005,1057.826,2,1,39,5,2006
50262,2005,1147.5,2,1,39,5,2011
50263,2005,1126.269,2,0,40,5,0
50264,2005,1189.4,2,1,40,5,2008
50265,2005,1094.393,2,1,40,5,2009
50266,2005,1133.636,2,1,40,5,2009
50267,2005,1101.077,2,1,41,5,2012
50268,2005,1040.625,2,0,41,5,0
50269,2005,1062.813,2,1,41,5,2007
50270,2005,1219.348,2,1,41,5,2005
50271,2005,1112.593,2,1,41,5,2006
50272,2005,1202.24,2,1,41,5,2012
50273,2005,976.7826,2,0,42,5,0
50274,2005,1227,2,0,42,5,0
50275,2005,1239.714,2,0,42,5,0
50276,2005,1163.929,2,1,42,5,2010
50277,2005,1121.793,2,0,42,5,0
50278,2005,1095.714,2,0,42,5,0
50279,2005,1175.24,2,1,42,5,2006
50280,2005,1055.323,2,0,43,5,0
50281,2005,1099.36,2,1,43,5,2010
50282,2005,1122.174,2,0,43,5,0
50283,2005,1299.286,2,1,43,5,2011
50284,2005,1171.767,2,1,43,5,2010
50285,2005,1154.167,2,1,44,5,2006
50286,2005,1185.462,2,1,44,5,2009
50287,2005,1195.538,2,1,44,5,2005
50288,2005,1209.81,2,0,44,5,0
50289,2005,1158.893,4,1,44,5,2004
50290,2005,1167.214,2,0,44,5,0
50291,2005,1148.038,2,0,44,5,0
30001,2006,1212.593,2,1,1,3,2008
30002,2006,1055.867,4,1,2,3,2004
30003,2006,1086.71,2,0,3,3,0
30004,2006,1283.227,2,0,4,3,0
30005,2006,1037.033,2,0,5,3,0
30006,2006,1117.31,2,0,6,3,0
30007,2006,1148.458,2,1,7,3,2012
30008,2006,1062.233,2,1,8,3,2010
30009,2006,1183.32,2,1,9,3,2010
30010,2006,1129.188,2,0,10,3,0
30011,2006,1105.828,4,1,11,3,2005
30012,2006,1031.969,2,0,12,3,0
30013,2006,1196.194,4,1,13,3,2005
30014,2006,1104.259,2,1,14,3,2007
30015,2006,976.6667,2,1,15,3,2011
30016,2006,977.3461,2,1,16,3,2011
30017,2006,1102.571,2,0,17,3,0
30018,2006,1067.333,2,1,18,3,2012
30019,2006,976.24,2,0,19,3,0
30020,2006,1167.75,2,1,20,3,2006
30021,2006,1087.913,2,0,21,3,0
30022,2006,1139.091,2,1,22,3,2007
30023,2006,1101.379,4,1,23,3,2004
30024,2006,1200.333,2,1,24,3,2008
30025,2006,1101.407,2,0,25,3,0
30026,2006,1192.583,4,1,26,3,2004
30027,2006,1082.958,2,1,27,3,2012
30028,2006,1168.417,2,0,28,3,0
30029,2006,1093.818,2,1,29,3,2009
30030,2006,1249.44,2,1,30,3,2006
30031,2006,1058.893,2,0,31,3,0
30032,2006,1218.455,2,1,32,3,2007
30033,2006,1177.958,2,1,33,3,2006
30034,2006,1057.619,2,0,34,3,0
30035,2006,1170.88,4,1,35,3,2005
30036,2006,1156.682,2,1,36,3,2008
30037,2006,1063.696,2,0,37,3,0
30038,2006,1195.704,2,1,38,3,2007
30039,2006,1009.192,2,0,39,3,0
30040,2006,1078.667,2,1,40,3,2008
30041,2006,1237.136,2,1,41,3,2008
30042,2006,1168,2,1,42,3,2010
30043,2006,1133.741,2,1,43,3,2007
30044,2006,1018.259,2,1,44,3,2008
30045,2006,1083.148,2,1,1,3,2007
30046,2006,1166.259,2,0,1,3,0
30047,2006,1141.344,2,0,1,3,0
30048,2006,1162.591,4,1,1,3,2005
30049,2006,1089.143,4,1,1,3,2004
30050,2006,1184.2,2,1,2,3,2007
30051,2006,1210.867,2,1,2,3,2006
30052,2006,1107.435,2,1,2,3,2012
30053,2006,965.1818,2,1,2,3,2010
30054,2006,1058.261,2,0,3,3,0
30055,2006,1122.524,2,0,3,3,0
30056,2006,1164.321,2,0,3,3,0
30057,2006,1113.032,2,0,3,3,0
30058,2006,1149.36,2,0,3,3,0
30059,2006,1151.867,2,0,4,3,0
30060,2006,1019.586,2,0,4,3,0
30061,2006,1141.655,4,1,4,3,2005
30062,2006,1045.652,2,1,4,3,2007
30063,2006,1176.913,4,1,5,3,2004
30064,2006,1179,4,1,5,3,2005
30065,2006,1000.607,2,0,5,3,0
30066,2006,958.3333,3,0,5,3,0
30067,2006,1128.654,2,0,5,3,0
30068,2006,1074.636,2,1,5,3,2006
30069,2006,1080.742,2,1,5,3,2010
30070,2006,1180.5,2,0,6,3,0
30071,2006,1131.773,2,1,6,3,2007
30072,2006,1089.538,2,0,6,3,0
30073,2006,1089.808,4,1,6,3,2005
30074,2006,1087.846,2,0,6,3,0
30075,2006,1093.5,2,1,6,3,2008
30076,2006,1161.5,2,1,7,3,2006
30077,2006,1075.367,2,0,7,3,0
30078,2006,1156.952,4,1,7,3,2005
30079,2006,1060.469,2,0,7,3,0
30080,2006,1162.667,2,1,7,3,2007
30081,2006,1158.862,4,1,7,3,2004
30082,2006,1223.3,2,1,7,3,2011
30083,2006,1068.871,2,1,8,3,2010
30084,2006,1152.929,2,0,8,3,0
30085,2006,1147.483,2,0,8,3,0
30086,2006,1258.231,2,1,8,3,2009
30087,2006,1092.4,2,0,8,3,0
30088,2006,1030.273,2,0,8,3,0
30089,2006,1069.214,2,1,9,3,2006
30090,2006,1074.033,2,1,9,3,2010
30091,2006,1125.391,2,1,9,3,2012
30092,2006,1134.652,2,1,9,3,2012
30093,2006,1065.9,2,1,9,3,2011
30094,2006,1034.483,2,0,9,3,0
30095,2006,1196.458,2,1,9,3,2011
30096,2006,1056.88,2,0,10,3,0
30097,2006,1174.167,2,0,10,3,0
30098,2006,1066.645,2,0,10,3,0
30099,2006,1069.778,2,0,10,3,0
30100,2006,1084.8,2,0,10,3,0
30101,2006,1207.762,2,0,11,3,0
30102,2006,1043.094,2,0,11,3,0
30103,2006,1096.696,2,1,11,3,2009
30104,2006,1221.6,2,1,11,3,2007
30105,2006,1013.292,2,0,11,3,0
30106,2006,1114.214,2,1,12,3,2009
30107,2006,1000.724,2,0,12,3,0
30108,2006,1083.259,2,0,12,3,0
30109,2006,1019.261,2,1,12,3,2007
30110,2006,1031.833,3,1,12,3,2005
30111,2006,1027.321,2,0,12,3,0
30112,2006,1172.875,2,0,13,3,0
30113,2006,1176.138,2,1,13,3,2009
30114,2006,1122.967,2,0,13,3,0
30115,2006,1135.167,2,0,13,3,0
30116,2006,1136.444,2,0,13,3,0
30117,2006,1043.75,2,0,14,3,0
30118,2006,1005.231,2,0,14,3,0
30119,2006,962.3549,2,1,14,3,2011
30120,2006,1182.957,2,0,14,3,0
30121,2006,1229.103,2,0,15,3,0
30122,2006,1245.929,2,1,15,3,2009
30123,2006,1187.783,2,0,15,3,0
30124,2006,1055.379,2,0,15,3,0
30125,2006,1165.536,2,0,15,3,0
30126,2006,1091.893,2,0,15,3,0
30127,2006,1115.172,2,0,15,3,0
30128,2006,1181,2,1,16,3,2008
