female,age,college,nhhld,inc2019,pab2019,emp2020
0,48,1,3,23589.77,0,1
1,43,0,3,25025.73,0,0
1,44,0,3,31785.24,0,1
1,39,0,3,11022.89,4266,1
0,50,0,3,24287.34,0,0
0,33,0,3,35882.87,0,1
1,29,1,3,26834.71,0,1
1,23,1,3,39709.85,0,1
0,54,1,3,31866.22,0,0
1,32,0,3,17288.9,4266,0
0,54,0,3,28799.8,0,0
0,25,0,3,36962.64,0,1
0,50,0,3,14293.98,4266,1
0,20,0,3,23438.04,0,0
0,51,0,3,45379.01,0,0
1,31,0,3,16588.31,4266,1
0,41,0,3,75541.7,0,0
0,22,0,3,37519.7,0,0
0,27,0,3,9825.466,4266,1
0,28,1,3,32012.73,0,0
0,19,1,3,25292.2,0,1
1,38,0,3,17986.02,4266,0
0,51,1,3,10105.3,4266,1
1,54,0,3,22926.23,0,1
0,23,0,3,33841.41,0,1
0,21,0,3,17891.72,4266,0
0,35,1,3,32589.35,0,1
1,35,0,3,20160.33,4266,0
1,43,1,3,18594.49,4266,0
0,52,1,3,8965.114,4266,1
0,41,0,3,29228.4,0,0
1,28,0,3,8418.011,4266,1
0,49,0,3,27007.68,0,0
0,29,1,3,13379.69,4266,1
1,47,0,3,19669.07,4266,1
1,31,1,3,9695.634,4266,1
0,36,0,3,12796.74,4266,0
0,29,0,3,20383.06,4266,0
0,23,1,3,25530.47,0,0
1,50,0,3,26685.93,0,0
1,45,1,3,18779.94,4266,0
0,29,0,3,63089.76,0,0
1,37,0,3,24760.96,0,0
0,48,0,3,21019,4266,1
1,36,1,3,31728.15,0,0
0,32,0,3,23532.69,0,1
1,52,0,3,24183.43,0,0
1,19,1,3,15116.02,4266,0
1,47,1,3,19068.37,4266,1
1,25,1,3,18063.99,4266,0
1,37,0,3,22765.29,0,0
0,23,1,3,54074.14,0,0
0,46,0,3,33377.71,0,0
0,30,1,3,8950.617,4266,0
0,46,0,3,18897.42,4266,0
0,41,0,3,29536.49,0,0
0,45,1,3,22510.26,0,1
1,28,1,3,13841.31,4266,1
0,51,0,3,11774.42,4266,1
0,49,0,3,16088.97,4266,1
1,33,0,3,17093.5,4266,0
1,43,1,3,20697.5,4266,1
0,49,1,3,26806.35,0,0
0,52,0,3,16093.96,4266,1
1,29,0,3,42046.57,0,0
0,33,0,3,40834.28,0,0
1,42,1,3,14159.66,4266,0
0,28,0,3,29465.7,0,1
0,40,0,3,34882.44,0,0
0,53,0,3,12749.02,4266,0
0,31,0,3,13509.77,4266,0
0,21,0,3,46635.72,0,1
1,30,1,3,51446.42,0,1
1,46,1,3,68094.43,0,0
1,24,0,3,42534.49,0,0
1,31,0,3,40355.66,0,0
0,35,0,3,22062.61,0,0
0,33,0,3,34106.57,0,1
1,53,0,3,48600.29,0,1
1,48,0,3,54023.47,0,0
0,54,0,3,9091.664,4266,1
0,36,0,3,18776.68,4266,1
0,37,0,3,87714.26,0,1
1,42,0,3,18417,4266,1
1,20,1,3,19719.65,4266,1
0,42,0,3,27542.67,0,0
1,24,1,3,14876.91,4266,1
1,31,0,3,23379.53,0,0
1,24,1,3,25878.14,0,1
0,22,1,3,39989.63,0,1
0,51,0,3,35067.12,0,1
1,39,0,3,17227.33,4266,0
1,42,0,3,25907.18,0,1
1,29,0,3,16529.94,4266,0
1,42,0,3,12362.1,4266,0
0,42,1,3,24883.06,0,0
0,28,1,3,14876.15,4266,0
1,24,1,3,52699.04,0,0
1,51,0,3,12062.36,4266,0
0,50,0,3,21120.6,4266,0
0,29,1,3,24516.14,0,1
0,51,0,3,93319.89,0,1
1,25,1,3,43580.68,0,1
1,28,1,3,19828.56,4266,0
1,32,0,3,30349.02,0,1
0,28,0,3,10144.65,4266,0
0,54,1,3,24223.43,0,1
0,41,0,3,14163.63,4266,0
1,51,0,3,32633.23,0,0
0,44,0,3,62235.98,0,1
0,21,0,3,18279.66,4266,1
0,44,0,3,21220.03,4266,1
0,31,1,3,33297.4,0,0
1,23,1,3,36511.22,0,1
0,37,0,3,31224.85,0,1
1,27,1,3,39017.36,0,0
0,33,0,3,42899.13,0,0
1,34,1,3,29669.09,0,0
1,23,0,3,12283.25,4266,1
0,27,0,3,14997.68,4266,0
0,19,1,3,18679.99,4266,0
1,22,0,3,39755.55,0,0
0,41,0,3,24375.52,0,0
0,27,0,3,17202.25,4266,1
0,33,1,3,27626.46,0,1
0,40,1,3,41075.54,0,0
0,30,1,3,16140.82,4266,1
0,20,0,3,41225.76,0,1
0,23,0,3,9674.98,4266,1
0,45,0,3,14734.24,4266,1
0,39,1,3,28433.56,0,1
0,29,0,3,43755.55,0,1
0,32,1,3,34093.17,0,1
0,22,1,3,21180.04,4266,1
0,51,0,3,36417.09,0,1
0,37,1,3,39560.24,0,0
1,35,1,3,14108.77,4266,1
1,23,0,3,43824.62,0,1
1,22,1,3,18577.76,4266,0
1,23,0,3,22880.32,0,0
0,47,0,3,14199.06,4266,0
1,25,0,3,17805.76,4266,1
1,48,0,3,77651.26,0,0
1,24,0,3,15047.71,4266,1
0,42,0,3,20846.94,4266,1
0,53,0,3,17129.18,4266,1
0,20,0,3,27854.55,0,0
0,44,1,3,26796.3,0,0
1,29,1,3,23070.03,0,0
0,34,0,3,31737.69,0,1
1,24,0,3,20970.25,4266,1
0,52,1,3,25028.74,0,1
0,31,1,3,33070.02,0,0
1,37,0,3,18307.05,4266,1
1,44,0,3,19943.25,4266,0
0,46,1,3,23676.06,0,1
0,48,0,3,34142.27,0,0
1,25,0,3,38205.16,0,0
0,28,0,3,38070.77,0,1
0,24,1,3,25615.95,0,1
1,47,0,3,11774.93,4266,1
1,24,1,3,16369.18,4266,0
0,40,0,3,24974.69,0,0
1,36,0,3,21718.75,0,1
0,42,1,3,35210.25,0,1
0,20,1,3,17506.63,4266,1
1,34,1,3,31638.41,0,0
1,32,0,3,52234.96,0,1
0,19,1,3,41314,0,0
0,47,1,3,49463.37,0,1
0,29,0,3,31586.44,0,0
0,49,1,3,17611.95,4266,1
0,47,0,3,29219.7,0,0
0,32,0,3,29844.33,0,0
0,46,0,3,54314.83,0,1
0,51,1,3,29160.88,0,1
0,25,0,3,56682.4,0,0
0,42,0,3,23478.89,0,1
1,51,1,3,12131.03,4266,0
1,30,0,3,25904.11,0,0
0,32,1,3,11783.27,4266,1
1,26,1,3,18577.83,4266,1
0,42,0,3,13454.51,4266,0
0,53,1,3,10237.97,4266,1
1,23,0,3,12533.68,4266,1
0,47,1,3,22449.85,0,1
0,30,0,3,31495,0,0
1,31,1,3,39322.18,0,0
0,20,0,3,26462.3,0,0
0,45,1,3,19080.03,4266,0
0,51,0,3,21649.48,0,0
1,44,1,3,31642.61,0,0
0,39,0,3,43873.71,0,1
1,25,0,3,36043.68,0,1
1,42,0,3,24020.05,0,0
0,35,0,3,10937.18,4266,0
0,26,1,3,13057.49,4266,0
1,41,0,3,21724.02,0,0
0,54,0,3,22224.51,0,0
0,23,0,3,36892.21,0,0
1,52,0,3,39138.45,0,1
0,38,1,3,20070.31,4266,1
0,42,1,3,34985.08,0,0
1,39,1,3,23907.88,0,1
0,33,0,3,56844.91,0,1
1,53,1,3,20031.87,4266,0
0,29,1,3,29241.31,0,1
1,19,0,3,17228.78,4266,0
1,46,0,3,12407.49,4266,1
0,34,0,3,19150.22,4266,0
1,38,0,3,17416.93,4266,1
1,46,0,3,57496.72,0,1
1,30,1,3,32279.29,0,0
0,28,1,3,18599.16,4266,0
0,52,0,3,40213.51,0,1
1,22,1,3,32668.64,0,1
1,46,1,3,16070.77,4266,0
1,45,0,3,23668.68,0,0
1,32,0,3,35692.86,0,0
0,23,0,3,26542.96,0,1
1,45,0,3,24212,0,0
1,21,1,3,34872.92,0,0
0,51,0,3,36412.36,0,1
1,50,1,3,67075.75,0,1
0,35,1,3,23915.23,0,1
1,22,0,3,15936.89,4266,1
0,37,0,3,31293.98,0,1
1,37,0,3,37634.48,0,0
0,34,1,3,30969.83,0,1
0,40,0,3,14979.13,4266,0
1,31,1,3,27913.75,0,0
1,21,0,3,31656.82,0,1
1,40,1,3,16695.49,4266,0
0,40,0,3,48176.39,0,1
1,46,0,3,13735.08,4266,1
1,20,1,3,41590.85,0,0
1,31,0,3,16628.4,4266,1
1,53,1,3,23681.55,0,0
0,28,0,3,50759.12,0,0
0,43,0,3,12691.05,4266,0
1,27,0,3,48989.13,0,0
0,31,1,3,18005.65,4266,1
0,31,1,3,35463.57,0,1
0,23,0,3,34989.42,0,0
0,28,1,3,23449.73,0,1
0,27,1,3,14904.39,4266,0
1,23,1,3,20176.84,4266,1
0,30,0,3,26772.19,0,0
0,29,0,3,20633.31,4266,0
1,33,0,3,21556.85,0,0
0,43,0,3,18399.55,4266,1
0,24,1,3,18017.86,4266,0
1,31,0,3,13206.39,4266,0
0,35,0,3,11862.95,4266,1
0,42,0,3,21281.07,4266,0
1,41,1,3,40182.84,0,1
1,31,1,3,16316.51,4266,1
1,35,0,3,36451.48,0,0
0,46,0,3,18627.21,4266,1
0,22,0,3,14827.25,4266,0
0,26,0,3,16435.39,4266,0
0,41,1,3,28416.86,0,1
1,38,1,3,63583.31,0,0
1,33,0,3,9619.77,4266,0
1,20,0,3,26369.87,0,0
1,27,0,3,25583.6,0,0
0,25,0,3,62962.88,0,1
1,43,1,3,30954.68,0,1
0,29,1,3,23054.87,0,1
1,37,0,3,19525.95,4266,1
0,31,0,3,64883.95,0,1
0,38,1,3,35726.27,0,0
1,35,0,3,30009.75,0,1
1,52,1,3,18786.79,4266,0
0,22,0,3,8536.333,4266,1
1,40,1,3,44962.84,0,0
0,18,0,3,22170.19,0,1
0,22,1,3,16223.85,4266,0
0,42,1,3,14169.32,4266,0
1,21,1,3,30137.06,0,1
1,32,0,3,18636.78,4266,1
0,22,1,3,35232.11,0,1
1,42,1,3,20306.68,4266,0
1,18,0,3,33055.61,0,0
1,21,0,3,10048.63,4266,0
1,25,1,3,30170.85,0,0
1,25,0,3,21171.31,4266,1
1,49,1,3,45228.66,0,0
1,19,0,3,89834.69,0,0
0,24,0,3,15505.32,4266,0
1,24,0,3,12030.26,4266,1
0,31,0,3,18684.3,4266,1
1,30,0,3,19963.21,4266,1
0,52,0,3,23912.88,0,0
0,52,1,3,29478.41,0,1
1,33,0,3,32403.06,0,0
0,47,1,3,26940.67,0,0
1,22,1,3,47089.96,0,0
1,42,0,3,57237.29,0,1
0,45,0,3,38621.17,0,0
0,31,1,3,13987.19,4266,0
1,53,1,3,11316.52,4266,0
0,40,0,3,10875.58,4266,1
1,47,1,3,37967.55,0,1
1,20,0,3,24571.31,0,0
1,20,0,3,18197.3,4266,0
0,27,0,3,21805.53,0,0
1,25,1,3,66448.55,0,1
0,54,0,3,11694.1,4266,1
0,43,1,3,69367.05,0,0
0,23,1,3,25149.9,0,0
1,53,1,3,25460.71,0,0
1,42,0,3,52587.34,0,0
0,30,0,3,14714.66,4266,1
1,54,0,3,31021.74,0,1
0,50,0,3,16976.09,4266,0
0,36,1,3,24135.71,0,1
0,33,0,3,20403.39,4266,1
0,25,1,3,9866.565,4266,0
0,37,0,3,22291.93,0,1
1,40,0,3,48554.47,0,1
1,36,1,3,23711.97,0,1
0,23,0,3,25821.22,0,0
0,32,1,3,31613.89,0,0
0,52,1,3,19486.55,4266,1
1,38,0,3,23299.71,0,1
0,46,1,3,38955.09,0,0
0,21,1,3,53027.85,0,0
1,44,0,3,22998.52,0,0
0,29,1,3,54105.61,0,0
1,35,0,3,15343.48,4266,0
0,52,1,3,20544.75,4266,1
0,50,0,3,34017.47,0,0
0,25,1,3,29876.51,0,0
0,52,1,3,43323.51,0,1
1,43,0,3,11160.12,4266,1
0,27,0,3,24289.78,0,1
1,48,0,3,25333.74,0,0
0,30,1,3,31595.57,0,0
0,40,0,3,31429.02,0,1
1,41,1,3,14001.57,4266,0
1,41,1,3,48395.39,0,0
0,52,0,3,17869.4,4266,0
1,54,0,3,19378.39,4266,0
0,20,0,3,30068.91,0,1
0,39,0,3,28775.45,0,1
1,53,0,3,26633.98,0,1
1,28,0,3,83869.8,0,1
0,31,0,3,44128.68,0,1
0,45,0,3,105799.4,0,1
0,41,0,3,22341.39,0,1
0,20,0,3,24581.46,0,0
1,31,1,3,21862.89,0,1
1,44,0,3,33536.9,0,1
1,54,0,3,8131.44,4266,1
1,34,0,3,10762.85,4266,1
0,47,1,3,17449.79,4266,0
0,48,1,3,80095.24,0,1
0,30,1,3,58013.3,0,0
0,19,1,3,29050.02,0,0
0,44,1,3,27257.77,0,0
0,26,0,3,24610.03,0,0
0,38,1,3,24336.89,0,0
1,38,0,3,19821.75,4266,1
0,38,0,3,28157.51,0,0
0,52,1,3,11996.23,4266,0
0,19,1,3,10461.48,4266,1
1,37,1,3,47369.99,0,1
0,35,0,3,6071.586,4266,1
0,32,0,3,19699.28,4266,0
0,28,0,3,24070.38,0,0
1,49,0,3,52944.97,0,0
0,31,0,3,44745.88,0,1
0,19,1,3,14906.27,4266,1
0,26,0,3,30290.09,0,0
0,33,0,3,27938.36,0,0
1,35,0,3,46373.88,0,0
1,20,0,3,15049.19,4266,0
0,32,1,3,14214.63,4266,0
0,41,0,3,62110.11,0,1
0,25,0,3,17135.13,4266,0
0,39,0,3,18609.52,4266,0
0,49,0,3,17857.47,4266,1
0,46,1,3,24489.69,0,0
1,19,1,3,13536.66,4266,1
1,28,1,3,25001.45,0,0
1,40,0,3,11093.3,4266,0
1,23,0,3,18280.67,4266,0
0,53,1,3,14624.68,4266,0
0,22,1,3,22257.03,0,1
1,20,0,3,18301.41,4266,1
0,39,1,3,22617.08,0,0
1,33,1,3,50863.15,0,0
1,23,1,3,53012.53,0,1
0,42,1,3,37812.42,0,0
1,38,1,3,23033.64,0,0
0,30,1,3,71092.74,0,0
1,41,1,3,25293.09,0,1
1,21,0,3,15770.94,4266,1
1,25,1,3,11273.78,4266,0
1,31,0,3,12317.15,4266,0
0,34,1,3,35194.9,0,0
0,29,0,3,42671,0,1
1,28,0,3,12907.29,4266,0
0,24,0,3,37162.31,0,0
0,21,0,3,33951.74,0,1
0,52,0,3,19853.8,4266,0
0,23,0,3,38701.4,0,1
0,41,0,3,69743.55,0,1
0,30,0,3,66029.73,0,1
0,28,0,3,29587.15,0,0
1,20,1,3,35234.09,0,1
0,29,1,3,25103.37,0,1
0,36,0,3,20369.58,4266,0
0,35,0,3,15290.29,4266,0
0,37,0,3,67260.3,0,1
0,52,0,3,30531.85,0,1
0,46,0,3,28652.66,0,0
0,52,1,3,31558.35,0,0
1,35,1,3,49026.61,0,1
1,40,0,3,16557.51,4266,0
1,35,0,3,13431.1,4266,0
0,47,0,3,12878.16,4266,1
0,42,0,3,37009.73,0,1
0,30,0,3,61240.5,0,0
1,30,0,3,11791.11,4266,0
1,23,1,3,54412.56,0,0
1,30,0,3,24205.03,0,1
0,32,1,3,24692.86,0,0
1,22,0,3,63801.92,0,0
1,35,0,3,29382.36,0,1
1,45,0,3,28464.05,0,0
1,27,1,3,36784.77,0,0
0,48,0,3,20487.89,4266,1
0,23,1,3,27430.82,0,1
0,42,0,3,25596.78,0,0
1,29,0,3,21265.11,4266,0
0,53,1,3,18805.57,4266,0
0,31,0,3,6513.452,4266,1
0,26,1,3,24493.71,0,1
1,20,1,3,24926.26,0,1
0,27,1,3,22414.96,0,0
0,25,0,3,25432.29,0,1
0,29,0,3,28866.75,0,0
1,21,1,3,27789.55,0,0
0,31,0,3,27489.79,0,1
0,47,0,3,36438.28,0,0
0,22,1,3,21985.42,0,0
0,43,1,3,10443.01,4266,1
0,33,1,3,33189.04,0,0
0,41,1,3,19786.47,4266,0
0,20,1,3,24864.82,0,0
0,20,1,3,40094.34,0,0
0,20,1,3,21204.86,4266,0
0,26,1,3,30508.07,0,1
1,24,0,3,16972.58,4266,0
1,49,1,3,47878.76,0,1
1,50,1,3,68599.91,0,0
0,52,0,3,9335.277,4266,1
1,38,1,3,32882.91,0,1
1,28,1,3,27836.6,0,1
1,48,1,3,31533.8,0,1
0,50,0,3,26720.79,0,1
1,27,0,3,30659.48,0,0
1,51,1,3,32505.02,0,0
0,22,1,3,15715.83,4266,1
0,28,0,3,20781.04,4266,0
1,33,1,3,24506.05,0,0
0,36,0,3,22092.78,0,0
0,36,1,3,18492.29,4266,0
0,54,0,3,47515.5,0,1
1,32,1,3,14713.14,4266,0
1,33,0,3,12251.64,4266,0
1,21,0,3,8896.68,4266,0
0,49,0,3,20921.01,4266,0
1,41,0,3,68155.95,0,0
0,36,0,3,77020.3,0,1
0,42,0,3,16605.86,4266,0
1,35,1,3,17334.65,4266,0
0,21,1,3,23013.18,0,0
1,23,0,3,9168.88,4266,0
1,41,0,3,13239.2,4266,1
0,27,0,3,14392.49,4266,0
0,37,0,3,19169.42,4266,1
0,42,1,3,69745.81,0,0
1,33,0,3,22993.87,0,1
0,21,0,3,22641.1,0,0
1,43,0,3,16167.2,4266,0
1,40,1,3,24510.11,0,0
1,36,1,3,16752.11,4266,1
1,23,0,3,19912.05,4266,1
1,39,0,3,30438.18,0,0
1,34,0,3,12450.32,4266,0
1,52,0,3,41108.89,0,1
0,43,1,3,51085.17,0,1
1,19,0,3,24694.06,0,1
0,36,1,3,15269.4,4266,0
0,29,1,3,65148.03,0,1
1,30,0,3,33219.66,0,0
0,31,1,3,18146.21,4266,1
1,31,0,3,24909.87,0,1
0,25,0,3,33224.73,0,0
0,40,1,3,37238.59,0,1
0,20,0,3,17646.95,4266,1
0,32,0,3,11199.68,4266,1
0,28,0,3,64835.27,0,1
1,48,1,3,19981.9,4266,0
0,36,0,3,26935.48,0,1
0,32,0,3,24675.22,0,1
0,48,0,3,12277.17,4266,1
1,52,0,3,37275.04,0,0
1,34,1,3,33030.94,0,1
1,32,0,3,18126.93,4266,1
1,35,1,3,45354.44,0,0
1,52,1,3,18938.99,4266,1
0,21,0,3,35327.16,0,1
1,23,1,3,16475.03,4266,0
0,45,0,3,47117.5,0,1
0,18,1,3,26124.69,0,0
0,32,1,3,22410.21,0,0
0,30,0,3,38043.55,0,0
1,24,0,3,13042.75,4266,1
0,30,0,3,36011.94,0,1
0,29,1,3,15508.58,4266,0
0,23,1,3,23912.9,0,0
0,42,1,3,11022.55,4266,1
0,22,0,3,38931.43,0,0
0,33,0,3,26879.02,0,0
1,32,0,3,25432.2,0,0
1,26,0,3,24853.22,0,1
0,47,0,3,19573.6,4266,0
1,30,1,3,16811.47,4266,0
0,24,1,3,16570.9,4266,0
0,38,0,3,48289.86,0,0
0,32,0,3,3767.267,4266,1
0,22,1,3,5054.746,4266,0
0,40,1,3,11608.05,4266,1
0,48,0,3,22714.42,0,0
0,44,1,3,19445.52,4266,0
0,32,0,3,8714.166,4266,1
1,20,0,3,18493.6,4266,0
1,30,1,3,25910.37,0,0
0,52,0,3,26751.46,0,1
0,48,0,3,24766.25,0,0
1,35,0,3,37414.18,0,1
0,28,0,3,15306.02,4266,0
0,49,1,3,29162.19,0,1
0,24,1,3,17005.14,4266,0
1,36,0,3,23499.81,0,0
0,19,0,3,32219.16,0,0
0,41,1,3,20119.17,4266,1
0,29,1,3,26180.61,0,0
0,22,0,3,29619.14,0,1
1,53,0,3,17736.88,4266,1
0,42,0,3,14786.76,4266,1
0,47,0,3,24629.92,0,0
0,19,0,3,11137.31,4266,1
0,54,1,3,12229.65,4266,1
1,49,0,3,27413.11,0,1
0,53,0,3,53723.32,0,0
0,50,0,3,23955.06,0,0
1,32,1,3,7481.488,4266,1
0,31,1,3,10059.69,4266,0
0,34,1,3,49199.39,0,0
0,47,1,3,102299.4,0,0
0,51,1,3,49354.61,0,0
0,40,0,3,25338.77,0,0
0,37,1,3,20544.71,4266,1
0,23,1,3,7963.433,4266,0
1,42,0,3,13252.79,4266,1
0,39,1,3,23329.06,0,0
0,44,0,3,18630.71,4266,0
0,34,0,3,11857.34,4266,0
0,52,1,3,25780.67,0,0
0,50,0,3,21957.78,0,0
0,41,0,3,43807.7,0,1
1,35,0,3,9722.792,4266,1
1,42,0,3,21699.96,0,0
0,33,1,3,44780.37,0,0
1,47,0,3,28561.37,0,1
1,19,1,3,52268.05,0,1
1,29,1,3,25700.44,0,0
0,45,0,3,27594.3,0,1
0,26,0,3,7722.068,4266,0
0,47,0,3,19153.72,4266,1
1,26,0,3,21335.17,0,0
0,46,0,3,11026.79,4266,1
0,30,1,3,32839.56,0,0
0,25,1,3,31307.14,0,0
0,33,0,3,26329.67,0,1
1,30,1,3,14457.23,4266,1
1,40,0,3,22015.57,0,1
0,30,1,3,40135.54,0,1
1,21,1,3,45027.89,0,1
0,21,0,3,30963.57,0,1
0,28,0,3,42739.83,0,1
1,52,1,3,22301.05,0,1
0,36,0,3,36841.12,0,1
0,44,1,3,24157.15,0,0
0,51,0,3,20958.49,4266,0
0,19,0,3,25480.85,0,0
0,41,0,3,21423.41,0,0
0,44,0,3,16205.96,4266,0
0,45,1,3,33288.16,0,1
0,25,0,3,17082.56,4266,0
0,39,1,3,14715.04,4266,1
0,26,0,3,25338.65,0,0
1,40,1,3,20093.06,4266,1
1,24,1,3,27654.4,0,1
1,29,0,3,51778.52,0,0
1,21,1,3,26001.93,0,1
1,53,0,3,17322.26,4266,1
1,39,0,3,12302.62,4266,1
1,19,0,3,15307.32,4266,0
0,41,0,3,26164.46,0,1
1,33,1,3,18132.95,4266,0
1,52,0,3,10249.9,4266,1
0,41,0,3,13674.91,4266,0
0,44,1,3,33310.65,0,0
1,36,0,3,17338.69,4266,1
0,50,0,3,10066.86,4266,1
0,28,0,3,21341.31,0,1
0,47,1,3,12314.28,4266,0
0,31,1,3,14815.44,4266,0
1,22,0,3,24049.02,0,1
1,20,1,3,24608.2,0,1
1,27,1,3,31852.88,0,0
1,35,0,3,37810.69,0,1
1,53,1,3,16685.17,4266,1
0,41,1,3,15501.06,4266,0
0,24,0,3,24897.78,0,0
0,38,1,3,9748.649,4266,1
0,35,0,3,20333.54,4266,0
1,37,0,3,26483.79,0,1
0,49,0,3,31995.95,0,0
0,24,0,3,29763.46,0,1
1,44,1,3,22389.83,0,1
1,31,0,3,42330.18,0,0
0,22,1,3,11486.79,4266,0
1,35,1,3,43268.47,0,0
0,49,0,3,29055.28,0,0
0,51,0,3,24516.87,0,0
0,49,0,3,28053,0,0
0,46,1,3,13955.64,4266,1
1,43,1,3,25157.92,0,0
1,42,0,3,54177.07,0,0
1,30,0,3,72051.05,0,1
1,46,1,3,19909.5,4266,0
0,28,0,3,24371.13,0,1
0,25,0,3,32115.75,0,1
1,38,0,3,43473.58,0,0
1,23,0,3,61575.24,0,0
0,30,1,3,25770.83,0,0
1,39,1,3,17641.08,4266,0
1,31,0,3,25975.26,0,0
1,24,1,3,26576.69,0,0
0,40,1,3,37130.82,0,0
0,53,1,3,41887.44,0,1
0,19,0,3,13050.76,4266,0
1,47,1,3,38382.03,0,0
0,50,1,3,18142.37,4266,1
0,24,0,3,28162.88,0,0
1,25,0,3,14826.24,4266,0
0,45,0,3,13435.57,4266,1
1,42,0,3,23387.82,0,1
0,30,0,3,19504.47,4266,0
0,48,0,3,59180.71,0,0
1,24,1,3,55701.16,0,0
0,53,1,3,42336.84,0,0
1,34,0,3,22280.92,0,1
1,32,0,3,65798.84,0,0
1,47,0,3,14772.9,4266,0
1,39,1,3,14604.79,4266,0
0,38,1,3,38521.08,0,1
0,26,0,3,21682.47,0,0
0,43,0,3,9002.615,4266,1
0,36,1,3,38264.27,0,0
0,34,1,3,46402.37,0,0
0,48,0,3,28852.47,0,0
0,37,0,3,28287.02,0,1
0,26,0,3,28196.66,0,1
0,53,1,3,14042.25,4266,0
1,45,1,3,31792.34,0,1
0,25,0,3,65502.51,0,1
0,43,1,3,44146.15,0,1
1,26,0,3,29018.01,0,0
0,19,0,3,30680.24,0,0
0,27,1,3,51596.33,0,0
0,26,0,3,35443.62,0,0
1,30,0,3,36827.81,0,0
0,44,0,3,21670.44,0,0
0,49,1,3,40171.38,0,0
1,38,0,3,41378.04,0,0
1,38,0,3,35743.62,0,1
0,31,0,3,37629.28,0,1
1,25,0,3,37235.67,0,0
1,53,0,3,14292.15,4266,1
0,39,1,3,16438.23,4266,0
0,45,0,3,16691.49,4266,0
1,41,1,3,19866.51,4266,0
0,22,1,3,23361.32,0,1
1,38,0,3,51455.94,0,1
0,44,1,3,17038.53,4266,0
0,48,0,3,15928.68,4266,0
1,44,0,3,18468.82,4266,0
0,19,0,3,5374.174,4266,1
1,40,0,3,10634.3,4266,0
1,43,0,3,21516.41,0,0
0,21,1,3,29814.31,0,1
0,23,1,3,19217.49,4266,1
0,28,0,3,35059.36,0,0
0,47,0,3,22847.42,0,1
0,19,0,3,40419.52,0,0
0,34,1,3,60852.12,0,1
1,54,0,3,17665.39,4266,1
0,39,0,3,30283.73,0,1
0,48,0,3,26759.55,0,1
1,26,0,3,49091.78,0,1
1,49,0,3,28089.62,0,1
0,45,0,3,15599.93,4266,0
0,37,0,3,17336.59,4266,0
1,19,0,3,16780.54,4266,0
0,24,0,3,58902.27,0,0
1,25,0,3,59522.24,0,1
0,23,1,3,29589.49,0,1
0,50,1,3,24922.58,0,0
1,36,0,3,24749.27,0,1
0,53,1,3,62096.66,0,1
1,41,0,3,54977.51,0,1
0,49,1,3,10038.03,4266,0
0,34,0,3,8289.557,4266,0
0,51,0,3,10274.92,4266,0
0,36,1,3,15479.45,4266,1
0,32,0,3,15897.01,4266,0
0,21,0,3,25288.99,0,0
0,31,0,3,15872.45,4266,0
0,51,0,3,8202.448,4266,1
1,47,0,3,25819.34,0,1
1,24,0,3,6222.818,4266,0
0,46,0,3,29504.28,0,0
1,51,0,3,6393.577,4266,1
0,44,0,3,11434.27,4266,0
1,24,0,3,13610.16,4266,1
0,54,0,3,48303.04,0,0
1,34,0,3,13911.41,4266,0
1,34,0,3,22493.78,0,0
1,27,1,3,32501.36,0,0
1,22,1,3,67948.6,0,1
0,23,0,3,14765.43,4266,0
0,18,0,3,18953.63,4266,0
1,24,1,3,34480.78,0,0
0,41,0,3,10332.33,4266,1
1,23,0,3,61084.41,0,0
1,39,1,3,26589.04,0,0
0,31,0,3,29763.35,0,0
1,28,0,3,49115.99,0,0
0,38,1,3,9421.011,4266,0
0,48,0,3,36104.23,0,0
0,45,1,3,11692.47,4266,0
0,23,0,3,38082.64,0,0
0,40,0,3,26318.47,0,1
0,49,0,3,16175.23,4266,0
1,44,1,3,21551.5,0,0
1,46,0,3,18482.42,4266,1
1,20,0,3,31886.44,0,1
0,23,0,3,49307.19,0,1
0,50,0,3,17982.07,4266,0
0,19,0,3,17761.56,4266,1
1,31,1,3,47129.91,0,1
0,51,0,3,45765.38,0,0
0,53,0,3,25681.53,0,1
0,24,0,3,21231.21,4266,0
1,19,0,3,25928.88,0,0
1,28,0,3,14490.44,4266,1
0,35,0,3,10438.9,4266,0
0,24,0,3,17225.34,4266,0
1,47,0,3,23343.5,0,1
0,54,0,3,18702.8,4266,1
0,51,0,3,19007.19,4266,1
0,37,0,3,21083.19,4266,1
1,30,0,3,14754.2,4266,0
0,24,0,3,57972.82,0,1
1,52,1,3,21125.37,4266,0
0,54,1,3,12254.79,4266,1
0,37,1,3,31233.19,0,0
0,29,0,3,20025.87,4266,0
1,18,0,3,27292.02,0,0
0,43,1,3,35030.99,0,1
1,33,0,3,35641.61,0,0
0,31,0,3,38784.46,0,0
0,26,1,3,22695.6,0,1
0,23,1,3,25867.55,0,0
0,49,0,3,39519.7,0,0
0,35,1,3,24529.31,0,0
0,47,1,3,6919.575,4266,0
0,32,0,3,55056.53,0,0
0,29,0,3,14791.48,4266,1
0,33,1,3,63906.6,0,1
1,45,1,3,13886.04,4266,1
1,33,1,3,25165.93,0,1
0,23,1,3,20420.96,4266,0
1,32,1,3,22786.43,0,0
0,26,0,3,23346.24,0,0
1,47,1,3,8601.356,4266,0
